time,DEE05
2021-09-05,20.790909
2021-09-06,20.660908
2021-09-07,21.523638
2021-09-08,21.13909
2021-09-09,19.874544
2021-09-10,18.341818
2021-09-11,19.146364
2021-09-12,19.470001
2021-09-13,20.694546
2021-09-14,21.47727
2021-09-15,21.238182
2021-09-16,17.837273
2021-09-17,17.792727
2021-09-18,16.80818
2021-09-19,16.021818
2021-09-20,14.110909
2021-09-21,13.786365
2021-09-22,15.47
2021-09-23,15.642727
2021-09-24,16.857273
2021-09-25,19.186363
2021-09-26,18.283638
2021-09-27,17.713636
2021-09-28,17.130909
2021-09-29,16.263636
2021-09-30,15.938181
2021-10-01,15.777271
2021-10-02,17.08909
2021-10-03,17.698183
2021-10-04,11.563636
2021-10-05,13.119089
2021-10-06,14.171817
2021-10-07,14.539999
2021-10-08,13.316363
2021-10-09,13.498181
2021-10-10,13.283636
2021-10-11,13.226363
2021-10-12,13.384543
2021-10-13,12.716364
2021-10-14,11.644546
2021-10-15,12.804544
2021-10-16,12.699091
2021-10-17,12.617272
2021-10-18,14.100909
2021-10-19,15.885453
2021-10-20,16.844545
2021-10-21,14.126364
2021-10-22,12.734544
2021-10-23,10.507272
2021-10-24,10.804545
2021-10-25,11.608181
2021-10-26,11.714545
2021-10-27,10.643636
2021-10-28,10.693636
2021-10-29,12.4118185
2021-10-30,14.730908
2021-10-31,14.278182
2021-11-01,12.202727
2021-11-02,9.590909
2021-11-03,7.1454544
2021-11-04,6.346364
2021-11-05,6.3245454
2021-11-06,6.982727
2021-11-07,9.9745455
2021-11-08,10.665454
2021-11-09,8.677273
2021-11-10,9.964545
2021-11-11,10.943635
2021-11-12,11.569999
2021-11-13,11.5881815
2021-11-14,8.96
2021-11-15,8.401818
2021-11-16,7.947273
2021-11-17,7.1018176
2021-11-18,7.462727
2021-11-19,6.994545
2021-11-20,7.438182
2021-11-21,8.738181
2021-11-22,7.112727
2021-11-23,7.5327272
2021-11-24,6.3690906
2021-11-25,5.466364
2021-11-26,5.627273
2021-11-27,2.6881816
2021-11-28,1.6963636
2021-11-29,3.028182
2021-11-30,4.069091
2021-12-01,4.7854543
2021-12-02,4.7136364
2021-12-03,4.5963635
2021-12-04,6.1690907
2021-12-05,3.663636
2021-12-06,4.655454
2021-12-07,6.7263637
2021-12-08,5.270909
2021-12-09,2.9527273
2021-12-10,5.4590907
2021-12-11,5.97
2021-12-12,7.310909
2021-12-13,6.770909
2021-12-14,7.5654545
2021-12-15,7.035454
2021-12-16,5.787272
2021-12-17,5.380909
2021-12-18,5.0790906
2021-12-19,4.5345454
2021-12-20,4.2309093
2021-12-21,4.300909
2021-12-22,5.6372724
2021-12-23,7.7836366
2021-12-24,8.467273
2021-12-25,8.413636
2021-12-26,7.5099993
2021-12-27,8.952727
2021-12-28,9.431818
2021-12-29,11.171818
2021-12-30,10.903636
2021-12-31,10.016363
