time,DEE05
2021-01-01,2.742727
2021-01-02,0.6045454
2021-01-03,0.2145454
2021-01-04,-0.69818175
2021-01-05,-1.0990908
2021-01-06,-0.9100001
2021-01-07,-0.17545451
2021-01-08,0.6709091
2021-01-09,0.9972727
2021-01-10,1.6227273
2021-01-11,0.7709091
2021-01-12,1.669091
2021-01-13,4.89
2021-01-14,4.2172723
2021-01-15,4.8881817
2021-01-16,4.590909
2021-01-17,5.797272
2021-01-18,3.638182
2021-01-19,4.18
2021-01-20,6.511818
2021-01-21,8.419999
2021-01-22,7.1527267
2021-01-23,4.98
2021-01-24,5.812727
2021-01-25,4.951818
2021-01-26,4.7018185
2021-01-27,7.7981815
2021-01-28,9.780909
2021-01-29,10.055454
2021-01-30,7.4645457
2021-01-31,7.6718183
2021-02-01,8.549999
2021-02-02,9.469091
2021-02-03,10.658181
2021-02-04,9.104546
2021-02-05,10.050908
2021-02-06,10.192727
2021-02-07,5.100909
2021-02-08,4.33
2021-02-09,5.97
2021-02-10,6.2481813
2021-02-11,6.972727
2021-02-12,6.68
2021-02-13,7.972727
2021-02-14,4.379091
2021-02-15,6.0727277
2021-02-16,8.849999
2021-02-17,8.580909
2021-02-18,9.030909
2021-02-19,8.694546
2021-02-20,8.601818
2021-02-21,8.532727
2021-02-22,9.869091
2021-02-23,10.389999
2021-02-24,9.853636
2021-02-25,9.174544
2021-02-26,9.956363
2021-02-27,8.749999
2021-02-28,7.2218175
2021-03-01,7.7790904
2021-03-02,8.1563635
2021-03-03,8.786364
2021-03-04,8.7072735
2021-03-05,8.439091
2021-03-06,7.609091
2021-03-07,7.6236362
2021-03-08,7.741818
2021-03-09,6.759091
2021-03-10,6.3999996
2021-03-11,9.711819
2021-03-12,6.635454
2021-03-13,6.7754545
2021-03-14,6.5754547
2021-03-15,7.558182
2021-03-16,9.021817
2021-03-17,9.110909
2021-03-18,6.112727
2021-03-19,3.711818
2021-03-20,4.56
2021-03-21,6.997273
2021-03-22,8.351818
2021-03-23,7.6454544
2021-03-24,9.34
2021-03-25,10.069091
2021-03-26,10.205454
2021-03-27,9.865454
2021-03-28,9.515454
2021-03-29,10.169999
2021-03-30,10.7
2021-03-31,10.651818
2021-04-01,11.245454
2021-04-02,12.19
2021-04-03,13.029092
2021-04-04,10.20909
2021-04-05,10.878181
2021-04-06,9.216363
2021-04-07,6.2
2021-04-08,7.840909
2021-04-09,7.889091
2021-04-10,8.736364
2021-04-11,9.134545
2021-04-12,7.7818174
2021-04-13,8.162728
2021-04-14,8.666363
2021-04-15,7.891818
2021-04-16,6.310909
2021-04-17,5.485455
2021-04-18,7.99
2021-04-19,8.667273
2021-04-20,8.543636
2021-04-21,8.390909
2021-04-22,8.515454
2021-04-23,10.679999
2021-04-24,11.450909
2021-04-25,11.871818
2021-04-26,10.068182
2021-04-27,10.327272
2021-04-28,11.043636
2021-04-29,11.16909
2021-04-30,11.013637
2021-05-01,8.923636
2021-05-02,8.223636
2021-05-03,9.821817
2021-05-04,12.0536375
2021-05-05,13.193637
2021-05-06,14.668181
2021-05-07,14.373636
2021-05-08,16.796364
2021-05-09,14.975455
2021-05-10,13.262727
2021-05-11,9.919999
2021-05-12,11.1336355
2021-05-13,11.869999
2021-05-14,11.636364
2021-05-15,13.861817
2021-05-16,14.838183
2021-05-17,12.746365
2021-05-18,14.064546
2021-05-19,12.76
2021-05-20,13.891818
2021-05-21,15.861819
2021-05-22,13.201818
2021-05-23,11.909091
2021-05-24,13.119091
2021-05-25,12.373636
2021-05-26,13.822726
2021-05-27,16.068182
2021-05-28,16.70909
2021-05-29,17.222727
2021-05-30,16.263636
2021-05-31,16.41727
2021-06-01,16.479998
2021-06-02,16.452726
2021-06-03,17.345455
2021-06-04,17.22091
2021-06-05,17.450907
2021-06-06,17.10909
2021-06-07,17.094545
2021-06-08,18.979998
2021-06-09,19.706364
2021-06-10,20.239998
2021-06-11,19.380001
2021-06-12,21.196362
2021-06-13,23.029999
2021-06-14,23.317272
2021-06-15,22.92818
2021-06-16,21.787271
2021-06-17,18.80818
2021-06-18,20.237272
2021-06-19,20.59909
2021-06-20,19.800909
2021-06-21,20.48091
2021-06-22,17.99
2021-06-23,16.336363
2021-06-24,17.119999
2021-06-25,18.685453
2021-06-26,20.467272
2021-06-27,21.478182
2021-06-28,19.131819
2021-06-29,18.092726
2021-06-30,18.568182
2021-07-01,20.081818
2021-07-02,22.052727
2021-07-03,21.885454
2021-07-04,19.92182
2021-07-05,22.358181
2021-07-06,21.49818
2021-07-07,19.654545
2021-07-08,18.677273
2021-07-09,19.825455
2021-07-10,21.806364
2021-07-11,22.38091
2021-07-12,20.32818
2021-07-13,16.356361
2021-07-14,17.329088
2021-07-15,18.956362
2021-07-16,20.701817
2021-07-17,21.705454
2021-07-18,22.801819
2021-07-19,23.627272
2021-07-20,23.314545
2021-07-21,23.573637
2021-07-22,24.648182
2021-07-23,24.966364
2021-07-24,22.531818
2021-07-25,21.197273
2021-07-26,19.871819
2021-07-27,21.612728
2021-07-28,21.133638
2021-07-29,22.501818
2021-07-30,22.226362
2021-07-31,19.34
2021-08-01,16.145454
2021-08-02,17.70909
2021-08-03,19.916365
2021-08-04,17.549091
2021-08-05,19.10182
2021-08-06,20.130907
2021-08-07,20.40091
2021-08-08,18.624546
2021-08-09,20.050001
2021-08-10,21.777273
2021-08-11,23.977272
2021-08-12,25.634546
2021-08-13,25.38727
2021-08-14,25.509092
2021-08-15,25.536364
2021-08-16,22.448181
2021-08-17,20.568182
2021-08-18,19.743637
2021-08-19,18.92
2021-08-20,20.488182
2021-08-21,22.205454
2021-08-22,22.432726
2021-08-23,21.311817
2021-08-24,20.14
2021-08-25,18.912727
2021-08-26,20.646364
2021-08-27,21.29
2021-08-28,20.115456
2021-08-29,19.111818
2021-08-30,18.472725
2021-08-31,18.481817
2021-09-01,18.020908
2021-09-02,17.770908
2021-09-03,18.41909
2021-09-04,18.92909
