time,PL217
2021-08-17,16.212
2021-08-18,17.516998
2021-08-19,17.95
2021-08-20,18.605
2021-08-21,19.146
2021-08-22,19.313
2021-08-23,15.204999
2021-08-24,15.706999
2021-08-25,21.294
2021-08-26,22.661999
2021-08-27,19.178
2021-08-28,17.581999
2021-08-29,17.104
2021-08-30,19.062
2021-08-31,19.730999
2021-09-01,15.311
2021-09-02,11.297999
2021-09-03,13.248999
2021-09-04,12.165001
2021-09-05,13.518999
2021-09-06,10.837999
2021-09-07,12.777
2021-09-08,11.319999
2021-09-09,12.51
2021-09-10,14.562999
2021-09-11,14.732999
2021-09-12,15.273001
2021-09-13,16.927998
2021-09-14,16.88
2021-09-15,16.054998
2021-09-16,15.933001
2021-09-17,13.5529995
2021-09-18,15.915003
2021-09-19,15.848
2021-09-20,16.452
2021-09-21,12.844999
2021-09-22,8.469999
2021-09-23,10.757
2021-09-24,10.867001
2021-09-25,11.572
2021-09-26,10.905
2021-09-27,13.012999
2021-09-28,11.35
2021-09-29,10.765
2021-09-30,9.337999
2021-10-01,6.502
2021-10-02,8.700999
2021-10-03,10.254999
2021-10-04,12.832001
2021-10-05,6.7300005
2021-10-06,3.0909998
2021-10-07,0.57899994
2021-10-08,2.0479999
2021-10-09,3.2150002
2021-10-10,4.5169997
2021-10-11,4.984
2021-10-12,5.325
2021-10-13,6.013
2021-10-14,6.415
2021-10-15,9.193
2021-10-16,9.383
2021-10-17,12.797
2021-10-18,
2021-10-19,8.534
2021-10-20,9.997
2021-10-21,5.9159994
2021-10-22,6.9689994
2021-10-23,7.966999
2021-10-24,9.711
2021-10-25,8.926
2021-10-26,10.3289995
2021-10-27,6.886
2021-10-28,11.719999
2021-10-29,13.212999
2021-10-30,16.612
2021-10-31,12.9539995
2021-11-01,15.58
2021-11-02,12.82
2021-11-03,10.469
2021-11-04,4.523
2021-11-05,8.3
2021-11-06,8.512999
2021-11-07,10.229
2021-11-08,8.467001
2021-11-09,7.641
2021-11-10,4.764
2021-11-11,8.233
2021-11-12,8.344999
2021-11-13,11.717
2021-11-14,5.0139995
2021-11-15,4.324
2021-11-16,6.435
2021-11-17,4.6589994
2021-11-18,-0.18399993
2021-11-19,0.38099995
2021-11-20,7.1979995
2021-11-21,8.629999
2021-11-22,4.1119995
2021-11-23,-0.055999923
2021-11-24,3.1529999
2021-11-25,5.9969997
2021-11-26,2.094
2021-11-27,0.44700012
2021-11-28,-1.718
2021-11-29,1.4999999
2021-11-30,1.4300001
2021-12-01,1.95
2021-12-02,-4.1260004
2021-12-03,-3.598
2021-12-04,6.56
2021-12-05,9.434
2021-12-06,7.162
2021-12-07,4.896
2021-12-08,12.683
2021-12-09,6.725
2021-12-10,7.714999
2021-12-11,1.9070002
2021-12-12,3.941
2021-12-13,5.516
2021-12-14,2.641
2021-12-15,-0.28199992
2021-12-16,2.249
2021-12-17,-6.4619994
2021-12-18,-2.9759998
2021-12-19,2.912
2021-12-20,-1.3829999
2021-12-21,-2.3329997
2021-12-22,-4.6109996
2021-12-23,-5.2075
2021-12-24,-1.1949999
2021-12-25,-8.602
2021-12-26,-0.371
2021-12-27,7.1139994
2021-12-28,7.94
2021-12-29,4.012
2021-12-30,1.5280001
2021-12-31,0.8920001
