time,FRK11
2021-01-01,0.8466666
2021-01-02,2.32
2021-01-03,4.0516667
2021-01-04,2.9333334
2021-01-05,2.7616665
2021-01-06,2.405
2021-01-07,0.99
2021-01-08,0.165
2021-01-09,-0.6383333
2021-01-10,-0.42833337
2021-01-11,-2.618333
2021-01-12,-2.6883333
2021-01-13,-0.265
2021-01-14,-1.3183333
2021-01-15,-2.8899996
2021-01-16,-6.431666
2021-01-17,-8.25
2021-01-18,-12.668332
2021-01-19,-7.983333
2021-01-20,0.355
2021-01-21,2.4683335
2021-01-22,4.9999995
2021-01-23,6.441666
2021-01-24,4.4966664
2021-01-25,-0.12166667
2021-01-26,-0.5
2021-01-27,-1.6549999
2021-01-28,-2.4899998
2021-01-29,-0.46999994
2021-01-30,-0.16333331
2021-01-31,-4.9500003
2021-02-01,-9.105
2021-02-02,-1.6983333
2021-02-03,3.6533334
2021-02-04,4.8416667
2021-02-05,0.285
2021-02-06,-2.025
2021-02-07,-5.4666667
2021-02-08,-5.9199996
2021-02-09,-4.758333
2021-02-10,-3.8433332
2021-02-11,-6.931667
2021-02-12,-10.706666
2021-02-13,-7.931667
2021-02-14,-3.3316662
2021-02-15,-4.9816666
2021-02-16,-7.7499995
2021-02-17,-0.70166665
2021-02-18,0.19333334
2021-02-19,-0.92499995
2021-02-20,3.53
2021-02-21,1.8616666
2021-02-22,4.153333
2021-02-23,3.3799999
2021-02-24,7.601667
2021-02-25,8.821667
2021-02-26,8.581666
2021-02-27,6.235
2021-02-28,4.0899997
2021-03-01,3.4166667
2021-03-02,5.3583336
2021-03-03,6.11
2021-03-04,5.851667
2021-03-05,2.9399998
2021-03-06,-0.34833333
2021-03-07,0.70666665
2021-03-08,-0.2183333
2021-03-09,-2.7733333
2021-03-10,-2.1183333
2021-03-11,-1.8666667
2021-03-12,5.1200004
2021-03-13,4.826667
2021-03-14,7.3349996
2021-03-15,3.4316666
2021-03-16,2.2666667
2021-03-17,3.3033333
2021-03-18,1.645
2021-03-19,-0.8333333
2021-03-20,-1.9866666
2021-03-21,-2.655
2021-03-22,1.2516667
2021-03-23,2.91
2021-03-24,4.4133334
2021-03-25,5.0399995
2021-03-26,5.8816667
2021-03-27,9.236667
2021-03-28,6.4216666
2021-03-29,5.978334
2021-03-30,10.399999
2021-03-31,14.13
2021-04-01,13.751666
2021-04-02,9.056666
2021-04-03,3.6449997
2021-04-04,2.8066666
2021-04-05,5.4933333
2021-04-06,4.975
2021-04-07,0.15833332
2021-04-08,1.7133332
2021-04-09,4.5316668
2021-04-10,10.976666
2021-04-11,10.9800005
2021-04-12,12.910001
2021-04-13,6.6
2021-04-14,1.9266666
2021-04-15,2.5566666
2021-04-16,2.66
2021-04-17,4.6216664
2021-04-18,6.5699997
2021-04-19,7.821667
2021-04-20,9.453334
2021-04-21,9.258332
2021-04-22,9.153333
2021-04-23,4.7899995
2021-04-24,6.973333
2021-04-25,6.3783326
2021-04-26,3.5999997
2021-04-27,4.7283335
2021-04-28,7.7433333
2021-04-29,11.329999
2021-04-30,13.983333
2021-05-01,11.233333
2021-05-02,13.5199995
2021-05-03,8.026667
2021-05-04,9.196667
2021-05-05,14.224999
2021-05-06,8.998333
2021-05-07,11.183333
2021-05-08,8.483333
2021-05-09,10.508334
2021-05-10,17.56
2021-05-11,18.901667
2021-05-12,18.41
2021-05-13,16.64
2021-05-14,14.401668
2021-05-15,14.593333
2021-05-16,13.798332
2021-05-17,12.985
2021-05-18,12.086666
2021-05-19,12.296666
2021-05-20,11.823333
2021-05-21,12.688333
2021-05-22,13.626666
2021-05-23,11.838333
2021-05-24,12.468333
2021-05-25,14.266666
2021-05-26,13.051666
2021-05-27,14.065
2021-05-28,13.683333
2021-05-29,11.864999
2021-05-30,11.748333
2021-05-31,12.6449995
2021-06-01,11.471667
2021-06-02,12.646667
2021-06-03,14.571667
2021-06-04,15.7716675
2021-06-05,16.921667
2021-06-06,16.94
2021-06-07,17.913332
2021-06-08,18.108334
2021-06-09,18.498331
2021-06-10,17.695
2021-06-11,17.371666
