time,DE21I
2021-01-01,1.0466667
2021-01-02,2.8149998
2021-01-03,2.8966665
2021-01-04,2.7183332
2021-01-05,3.0333335
2021-01-06,1.6550001
2021-01-07,0.93
2021-01-08,0.575
2021-01-09,1.7216667
2021-01-10,0.6116666
2021-01-11,2.4233334
2021-01-12,2.4433334
2021-01-13,1.4649998
2021-01-14,1.42
2021-01-15,-0.86499995
2021-01-16,-1.5683333
2021-01-17,-2.7266667
2021-01-18,-0.28333333
2021-01-19,2.5683334
2021-01-20,6.491667
2021-01-21,6.635
2021-01-22,5.231667
2021-01-23,0.59999996
2021-01-24,0.415
2021-01-25,0.8049999
2021-01-26,0.44166663
2021-01-27,0.925
2021-01-28,0.09166666
2021-01-29,-1.43
2021-01-30,-2.1083333
2021-01-31,-3.5216668
2021-02-01,-3.7849998
2021-02-02,-1.3449999
2021-02-03,-0.20833333
2021-02-04,0.555
2021-02-05,-0.7633333
2021-02-06,-2.3516667
2021-02-07,-4.8549995
2021-02-08,-4.7899995
2021-02-09,-6.5049996
2021-02-10,-4.1583333
2021-02-11,-5.115
2021-02-12,-6.9949994
2021-02-13,-5.9516664
2021-02-14,-5.375
2021-02-15,-3.7949998
2021-02-16,0.65000004
2021-02-17,3.585
2021-02-18,5.463333
2021-02-19,4.8766665
2021-02-20,5.7466664
2021-02-21,7.9449997
2021-02-22,7.7433333
2021-02-23,10.368333
2021-02-24,12.178333
2021-02-25,11.075
2021-02-26,6.81
2021-02-27,5.02
2021-02-28,4.5183334
2021-03-01,4.068333
2021-03-02,1.8833333
2021-03-03,4.43
2021-03-04,2.7316666
2021-03-05,0.9866666
2021-03-06,1.5600001
2021-03-07,2.868333
2021-03-08,0.23333333
2021-03-09,0.6283333
2021-03-10,1.7233332
2021-03-11,5.85
2021-03-12,6.348333
2021-03-13,4.955
2021-03-14,4.83
2021-03-15,4.238333
2021-03-16,3.0916665
2021-03-17,2.0516665
2021-03-18,2.4216664
2021-03-19,-0.06833333
2021-03-20,1.1199999
2021-03-21,5.1816664
2021-03-22,4.688333
2021-03-23,5.4266663
2021-03-24,7.311666
2021-03-25,7.2816663
2021-03-26,9.685
2021-03-27,6.3199997
2021-03-28,6.4616666
2021-03-29,11.404999
2021-03-30,12.708333
2021-03-31,12.464999
2021-04-01,7.08
2021-04-02,4.2999997
2021-04-03,4.3533335
2021-04-04,4.0866666
2021-04-05,3.3133335
2021-04-06,1.9466667
2021-04-07,2.503333
2021-04-08,4.3616667
2021-04-09,5.991667
2021-04-10,5.3549995
2021-04-11,7.1183333
2021-04-12,4.56
2021-04-13,3.9399998
2021-04-14,4.1749997
2021-04-15,4.4416666
2021-04-16,6.4599996
2021-04-17,8.179999
2021-04-18,7.088333
2021-04-19,8.610001
2021-04-20,8.831666
2021-04-21,7.381666
2021-04-22,6.988333
2021-04-23,7.6983333
2021-04-24,6.4083333
2021-04-25,5.365
2021-04-26,4.0483336
2021-04-27,5.4166665
2021-04-28,8.91
2021-04-29,7.5433335
2021-04-30,6.933333
2021-05-01,6.6883335
2021-05-02,7.0299993
2021-05-03,7.273333
2021-05-04,8.595
2021-05-05,7.353333
2021-05-06,6.861667
2021-05-07,5.888333
2021-05-08,8.855
2021-05-09,17.28
2021-05-10,19.698332
2021-05-11,13.863332
2021-05-12,12.32
2021-05-13,10.723332
2021-05-14,9.554999
2021-05-15,10.411666
2021-05-16,11.78
2021-05-17,11.606667
2021-05-18,10.803332
2021-05-19,10.945
2021-05-20,10.446667
2021-05-21,11.491666
2021-05-22,11.498333
2021-05-23,11.454999
2021-05-24,14.893333
2021-05-25,11.38
2021-05-26,10.39
2021-05-27,10.955001
2021-05-28,12.248333
2021-05-29,11.753333
2021-05-30,13.096667
2021-05-31,14.183333
2021-06-01,14.611667
2021-06-02,15.941667
2021-06-03,19.151667
2021-06-04,18.666668
2021-06-05,19.06
2021-06-06,18.858334
2021-06-07,18.265
2021-06-08,17.883333
2021-06-09,18.484999
2021-06-10,18.496668
2021-06-11,19.47
2021-06-12,16.566666
2021-06-13,14.829999
2021-06-14,18.484999
2021-06-15,16.315
2021-06-16,18.26
2021-06-17,24.61
2021-06-18,26.908333
2021-06-19,25.455002
2021-06-20,23.483332
2021-06-21,19.845
2021-06-22,16.115
2021-06-23,15.9766655
2021-06-24,17.086664
2021-06-25,16.916666
2021-06-26,17.305
2021-06-27,18.49
2021-06-28,21.394999
2021-06-29,20.734999
2021-06-30,19.276667
2021-07-01,17.963335
2021-07-02,18.905
2021-07-03,16.808332
2021-07-04,19.769999
2021-07-05,18.851665
2021-07-06,20.266665
2021-07-07,19.525
2021-07-08,19.426666
2021-07-09,16.951666
2021-07-10,17.918333
2021-07-11,20.686666
2021-07-12,21.119999
2021-07-13,22.589998
2021-07-14,22.556665
2021-07-15,21.945
2021-07-16,23.13
2021-07-17,22.086668
2021-07-18,19.964998
2021-07-19,16.66
2021-07-20,17.361666
2021-07-21,17.694998
2021-07-22,16.801668
2021-07-23,17.005
2021-07-24,21.481665
2021-07-25,22.971666
2021-07-26,21.359999
2021-07-27,21.121666
2021-07-28,19.85
2021-07-29,18.031668
2021-07-30,18.676666
2021-07-31,17.408333
2021-08-01,16.628332
2021-08-02,15.813333
2021-08-03,16.406668
2021-08-04,16.83
2021-08-05,18.288332
2021-08-06,18.713333
2021-08-07,18.449999
2021-08-08,17.111666
2021-08-09,16.976667
2021-08-10,16.0
2021-08-11,17.029999
2021-08-12,19.506666
2021-08-13,21.393333
2021-08-14,18.483334
2021-08-15,17.99
2021-08-16,15.701667
2021-08-17,15.163333
2021-08-18,15.673332
2021-08-19,16.69
2021-08-20,15.568333
2021-08-21,15.748333
2021-08-22,15.786666
2021-08-23,16.803333
2021-08-24,15.068333
2021-08-25,14.63
2021-08-26,13.966666
2021-08-27,14.623333
2021-08-28,15.031667
2021-08-29,15.6033325
2021-08-30,15.739999
2021-08-31,15.925
2021-09-01,16.593332
2021-09-02,15.823333
2021-09-03,15.189999
2021-09-04,15.013332
2021-09-05,14.815
2021-09-06,15.8516655
2021-09-07,16.146667
2021-09-08,17.124998
2021-09-09,18.776667
2021-09-10,18.874998
2021-09-11,18.716667
2021-09-12,18.091667
2021-09-13,14.958333
2021-09-14,15.075
2021-09-15,15.798332
2021-09-16,16.511667
2021-09-17,13.695
2021-09-18,14.099999
