time,FRJ24
2021-01-01,3.0249996
2021-01-02,4.13125
2021-01-03,2.5662498
2021-01-04,1.6899999
2021-01-05,1.1249999
2021-01-06,2.70625
2021-01-07,0.73375
2021-01-08,-0.25374997
2021-01-09,-1.55
2021-01-10,-2.74125
2021-01-11,-4.2025
2021-01-12,-2.89625
2021-01-13,-3.49625
2021-01-14,-2.2924998
2021-01-15,-4.98125
2021-01-16,-5.2549996
2021-01-17,-5.6387506
2021-01-18,-4.18
2021-01-19,-1.42
2021-01-20,3.5149999
2021-01-21,7.1674995
2021-01-22,8.296249
2021-01-23,6.6337495
2021-01-24,2.6212502
2021-01-25,-2.15875
2021-01-26,-2.2137501
2021-01-27,-3.6562498
2021-01-28,-2.02875
2021-01-29,4.9675
2021-01-30,6.2499995
2021-01-31,2.105
2021-02-01,-1.35375
2021-02-02,2.80375
2021-02-03,8.02125
2021-02-04,10.25
2021-02-05,9.61375
2021-02-06,9.054999
2021-02-07,10.875
2021-02-08,7.10875
2021-02-09,7.37875
2021-02-10,6.16
2021-02-11,-0.80749995
2021-02-12,-7.61625
2021-02-13,-9.63875
2021-02-14,-6.4187503
2021-02-15,-4.60625
2021-02-16,0.385
2021-02-17,2.7925
2021-02-18,3.88625
2021-02-19,6.05125
2021-02-20,7.0862494
2021-02-21,5.6974993
2021-02-22,7.22
2021-02-23,8.406249
2021-02-24,8.46125
2021-02-25,9.4975
2021-02-26,10.015
2021-02-27,4.32
2021-02-28,2.4499998
2021-03-01,2.5087497
2021-03-02,3.2687502
2021-03-03,5.9787498
2021-03-04,5.50125
2021-03-05,5.3975
2021-03-06,-1.09875
2021-03-07,-0.67499995
2021-03-08,2.885
2021-03-09,1.5262499
2021-03-10,1.8362498
2021-03-11,2.26
2021-03-12,6.1025
2021-03-13,7.59375
2021-03-14,5.7262497
2021-03-15,1.7824998
2021-03-16,1.31875
2021-03-17,0.74
2021-03-18,-0.43000004
2021-03-19,-1.2375
2021-03-20,-1.9974997
2021-03-21,-2.33875
2021-03-22,-0.14374998
2021-03-23,1.1125
2021-03-24,4.25125
2021-03-25,4.9225
2021-03-26,7.165
2021-03-27,7.3450003
2021-03-28,7.7887497
2021-03-29,8.7475
2021-03-30,10.545
2021-03-31,11.76875
2021-04-01,12.933749
2021-04-02,11.38625
2021-04-03,4.2562494
2021-04-04,1.51125
2021-04-05,3.49125
2021-04-06,1.2025
2021-04-07,-2.7162497
2021-04-08,-0.32750002
2021-04-09,3.23125
2021-04-10,7.0687504
2021-04-11,8.6625
2021-04-12,9.08
2021-04-13,-0.008749997
2021-04-14,1.2850001
2021-04-15,1.33125
2021-04-16,2.18125
2021-04-17,1.89375
2021-04-18,3.05875
2021-04-19,4.35625
2021-04-20,6.0412498
2021-04-21,7.0762496
2021-04-22,8.30375
2021-04-23,8.54375
2021-04-24,8.45875
2021-04-25,9.29125
2021-04-26,7.93625
2021-04-27,5.8974996
2021-04-28,8.28
2021-04-29,12.4887495
2021-04-30,15.5025
2021-05-01,15.5875
2021-05-02,13.7699995
2021-05-03,8.08875
2021-05-04,9.4925
2021-05-05,10.12875
2021-05-06,9.436251
2021-05-07,11.284999
2021-05-08,9.59625
2021-05-09,13.31625
2021-05-10,16.148748
2021-05-11,16.98875
2021-05-12,12.646249
2021-05-13,11.192501
2021-05-14,12.22
2021-05-15,11.862499
2021-05-16,12.45125
2021-05-17,11.3475
2021-05-18,11.362499
2021-05-19,8.80625
2021-05-20,8.79
2021-05-21,10.57375
2021-05-22,13.475
2021-05-23,13.821249
2021-05-24,13.565
2021-05-25,13.872499
2021-05-26,12.34625
2021-05-27,13.9574995
2021-05-28,12.61875
2021-05-29,11.514999
2021-05-30,9.995
2021-05-31,9.88
2021-06-01,11.083751
2021-06-02,13.485
2021-06-03,15.51375
2021-06-04,17.186249
2021-06-05,17.66625
2021-06-06,16.645
2021-06-07,15.949999
2021-06-08,16.222502
2021-06-09,17.31625
2021-06-10,16.695
2021-06-11,16.24875
2021-06-12,17.24375
2021-06-13,17.437498
2021-06-14,14.1425
2021-06-15,15.254999
2021-06-16,17.94375
2021-06-17,18.92625
2021-06-18,20.418749
2021-06-19,21.846249
2021-06-20,22.9975
2021-06-21,22.988749
2021-06-22,23.664999
2021-06-23,24.0175
2021-06-24,24.756248
2021-06-25,23.01
2021-06-26,19.107498
2021-06-27,20.817501
2021-06-28,22.032501
2021-06-29,23.196249
2021-06-30,21.928747
2021-07-01,16.373749
2021-07-02,17.311249
2021-07-03,18.54625
2021-07-04,19.47375
2021-07-05,18.085
2021-07-06,21.033749
2021-07-07,23.427502
2021-07-08,24.026249
2021-07-09,22.6475
2021-07-10,20.26
2021-07-11,20.474998
2021-07-12,21.675
2021-07-13,23.9825
2021-07-14,20.547499
2021-07-15,18.5425
2021-07-16,17.77375
2021-07-17,17.46625
2021-07-18,18.01625
2021-07-19,17.26125
2021-07-20,18.96
2021-07-21,18.778748
2021-07-22,17.865
2021-07-23,19.732498
2021-07-24,20.831251
2021-07-25,23.0625
2021-07-26,24.00625
2021-07-27,23.71875
2021-07-28,23.728748
2021-07-29,22.66125
2021-07-30,22.51375
2021-07-31,22.970001
2021-08-01,22.5575
2021-08-02,18.6325
2021-08-03,18.805
2021-08-04,20.247498
2021-08-05,17.835
2021-08-06,18.266249
2021-08-07,19.93
2021-08-08,23.80125
2021-08-09,21.86625
2021-08-10,21.891249
2021-08-11,22.73
2021-08-12,22.938747
2021-08-13,23.56
2021-08-14,24.070002
2021-08-15,24.08125
2021-08-16,23.76875
2021-08-17,17.13125
2021-08-18,16.98875
2021-08-19,16.661251
2021-08-20,17.682499
2021-08-21,19.275002
2021-08-22,20.143751
2021-08-23,16.56375
2021-08-24,16.9075
