time,FRI12
2021-01-01,-0.71571416
2021-01-02,-0.5592857
2021-01-03,-0.37500003
2021-01-04,0.5035714
2021-01-05,0.9771428
2021-01-06,1.0907142
2021-01-07,0.5428571
2021-01-08,0.6171428
2021-01-09,0.74357134
2021-01-10,0.32
2021-01-11,-0.14357142
2021-01-12,0.65928566
2021-01-13,0.8542857
2021-01-14,0.14142856
2021-01-15,-0.9442857
2021-01-16,-2.8635716
2021-01-17,-5.772143
2021-01-18,-7.0007143
2021-01-19,0.15142857
2021-01-20,4.588571
2021-01-21,7.065715
2021-01-22,7.704285
2021-01-23,2.92
2021-01-24,0.7185715
2021-01-25,0.86357147
2021-01-26,0.5507143
2021-01-27,0.92428577
2021-01-28,0.83285713
2021-01-29,-2.0671427
2021-01-30,-2.1671429
2021-01-31,-4.572857
2021-02-01,-4.765
2021-02-02,-0.4692857
2021-02-03,2.5857143
2021-02-04,1.8985713
2021-02-05,-0.44928572
2021-02-06,-2.3421428
2021-02-07,-6.281429
2021-02-08,-8.818571
2021-02-09,-8.412858
2021-02-10,-7.915714
2021-02-11,-6.6807137
2021-02-12,-7.356429
2021-02-13,-4.3349996
2021-02-14,-5.963571
2021-02-15,-6.3128576
2021-02-16,-1.2192857
2021-02-17,2.885714
2021-02-18,4.592857
2021-02-19,4.8192854
2021-02-20,4.6757135
2021-02-21,7.325714
2021-02-22,5.4749994
2021-02-23,7.503571
2021-02-24,11.213572
2021-02-25,11.124286
2021-02-26,8.589999
2021-02-27,6.3071427
2021-02-28,3.5149996
2021-03-01,4.9
2021-03-02,4.448571
2021-03-03,5.9049997
2021-03-04,5.0864286
2021-03-05,1.297143
2021-03-06,0.74642855
2021-03-07,2.8692856
2021-03-08,1.2407143
2021-03-09,-0.5135714
2021-03-10,0.57714283
2021-03-11,3.9285715
2021-03-12,7.109286
2021-03-13,5.998571
2021-03-14,5.242142
2021-03-15,5.1242857
2021-03-16,3.9964283
2021-03-17,3.9042857
2021-03-18,1.1092856
2021-03-19,1.0464286
2021-03-20,-0.415
2021-03-21,3.8985715
2021-03-22,4.17
2021-03-23,5.5935717
2021-03-24,7.065
2021-03-25,7.9192853
2021-03-26,9.434999
2021-03-27,9.062857
2021-03-28,6.6414285
2021-03-29,11.780714
2021-03-30,14.304284
2021-03-31,14.223571
2021-04-01,12.260713
2021-04-02,6.227143
2021-04-03,5.246429
2021-04-04,4.2614284
2021-04-05,4.3671427
2021-04-06,2.5428574
2021-04-07,3.2035716
2021-04-08,4.852857
2021-04-09,7.0278563
2021-04-10,6.819286
2021-04-11,12.318571
2021-04-12,8.287143
2021-04-13,5.0092854
2021-04-14,4.630714
2021-04-15,3.6157143
2021-04-16,5.017143
2021-04-17,8.113571
2021-04-18,8.677856
2021-04-19,11.0342865
2021-04-20,10.81143
2021-04-21,10.375
2021-04-22,7.5414286
2021-04-23,7.6578565
2021-04-24,7.6657143
2021-04-25,5.4692855
2021-04-26,4.3650002
2021-04-27,5.4121428
2021-04-28,9.630714
2021-04-29,11.439285
2021-04-30,8.32
2021-05-01,7.910714
2021-05-02,7.474285
2021-05-03,7.483571
2021-05-04,9.22857
2021-05-05,10.257858
2021-05-06,7.998571
2021-05-07,6.7
2021-05-08,8.474286
2021-05-09,16.295
2021-05-10,19.539999
2021-05-11,21.888569
2021-05-12,19.677143
2021-05-13,14.291428
2021-05-14,11.870713
2021-05-15,12.613571
2021-05-16,13.552142
2021-05-17,13.351428
2021-05-18,12.832858
2021-05-19,12.120001
2021-05-20,11.823571
2021-05-21,14.333571
2021-05-22,13.702142
2021-05-23,12.630714
2021-05-24,13.907142
2021-05-25,14.005714
2021-05-26,11.709287
2021-05-27,12.095
2021-05-28,12.062142
2021-05-29,12.584999
2021-05-30,12.282143
2021-05-31,13.319285
2021-06-01,14.950714
2021-06-02,16.902859
2021-06-03,17.85
2021-06-04,17.329285
2021-06-05,19.565714
2021-06-06,19.974287
2021-06-07,19.670715
2021-06-08,20.14143
2021-06-09,19.191427
2021-06-10,19.842855
2021-06-11,20.912142
2021-06-12,19.255716
2021-06-13,14.375712
2021-06-14,16.742144
2021-06-15,19.115
2021-06-16,18.560715
2021-06-17,23.686428
2021-06-18,25.917143
2021-06-19,27.259998
2021-06-20,27.849287
2021-06-21,26.910711
2021-06-22,21.345716
2021-06-23,18.254286
2021-06-24,17.625713
2021-06-25,18.444998
2021-06-26,19.993572
2021-06-27,19.626429
2021-06-28,22.261429
2021-06-29,23.392859
2021-06-30,20.774998
2021-07-01,16.85214
2021-07-02,19.510714
2021-07-03,18.999285
2021-07-04,21.096426
2021-07-05,21.35
2021-07-06,22.302856
2021-07-07,21.114285
2021-07-08,18.462858
2021-07-09,20.896427
2021-07-10,19.633572
2021-07-11,21.198572
2021-07-12,21.687857
2021-07-13,23.344284
2021-07-14,23.649998
2021-07-15,23.274286
2021-07-16,23.304998
2021-07-17,23.539999
2021-07-18,21.935
2021-07-19,19.204285
2021-07-20,18.380713
2021-07-21,17.950712
2021-07-22,19.977142
2021-07-23,20.167143
2021-07-24,22.00357
2021-07-25,22.26357
2021-07-26,23.569284
2021-07-27,23.520712
2021-07-28,21.233572
2021-07-29,20.482143
2021-07-30,19.161427
2021-07-31,20.825714
2021-08-01,18.130714
2021-08-02,17.458572
2021-08-03,17.13
2021-08-04,18.14143
2021-08-05,17.645714
2021-08-06,18.947857
2021-08-07,19.996428
2021-08-08,20.232143
2021-08-09,18.502857
2021-08-10,18.627142
2021-08-11,18.16357
2021-08-12,19.277143
2021-08-13,22.508572
2021-08-14,22.432144
2021-08-15,20.854284
2021-08-16,20.787857
2021-08-17,16.712141
2021-08-18,17.062143
2021-08-19,18.732141
2021-08-20,18.152143
2021-08-21,17.80857
2021-08-22,18.420713
2021-08-23,16.258572
2021-08-24,16.454285
2021-08-25,14.392142
2021-08-26,15.757143
2021-08-27,14.021428
2021-08-28,14.920714
2021-08-29,15.834284
2021-08-30,15.290713
2021-08-31,16.827143
2021-09-01,16.512142
2021-09-02,16.964285
2021-09-03,16.686428
2021-09-04,15.97857
2021-09-05,15.905715
2021-09-06,16.183573
2021-09-07,17.641428
2021-09-08,17.494999
