time,FR108
2021-01-01,5.9837494
2021-01-02,8.38125
2021-01-03,8.2825
2021-01-04,6.065
2021-01-05,4.88
2021-01-06,6.6549997
2021-01-07,4.05875
2021-01-08,3.7462502
2021-01-09,3.08875
2021-01-10,2.8962498
2021-01-11,2.29875
2021-01-12,0.6775
2021-01-13,1.5649999
2021-01-14,0.7974999
2021-01-15,0.60999995
2021-01-16,-0.6199999
2021-01-17,-1.97875
2021-01-18,-0.90124995
2021-01-19,2.06875
2021-01-20,5.6849995
2021-01-21,8.8325
2021-01-22,10.616249
2021-01-23,9.381249
2021-01-24,7.2225
2021-01-25,2.6799998
2021-01-26,2.32
2021-01-27,1.4324999
2021-01-28,2.31875
2021-01-29,5.9025
2021-01-30,8.033751
2021-01-31,8.20375
2021-02-01,6.10375
2021-02-02,7.86625
2021-02-03,9.2175
2021-02-04,10.9262495
2021-02-05,10.7075
2021-02-06,11.1275
2021-02-07,11.9125
2021-02-08,9.5175
2021-02-09,9.2175
2021-02-10,9.30625
2021-02-11,5.4849997
2021-02-12,-1.5312499
2021-02-13,-4.60875
2021-02-14,-3.2075
2021-02-15,-0.09749998
2021-02-16,2.6225
2021-02-17,4.08
2021-02-18,5.71125
2021-02-19,6.5449996
2021-02-20,7.59625
2021-02-21,7.56625
2021-02-22,8.49375
2021-02-23,9.26
2021-02-24,12.22625
2021-02-25,12.773749
2021-02-26,11.6425
2021-02-27,9.938749
2021-02-28,8.471251
2021-03-01,7.82625
2021-03-02,8.094999
2021-03-03,8.61875
2021-03-04,7.8424997
2021-03-05,8.13625
2021-03-06,5.91
2021-03-07,4.3987503
2021-03-08,6.0549994
2021-03-09,5.89
2021-03-10,5.5562496
2021-03-11,6.1875
2021-03-12,7.9462495
2021-03-13,10.286249
2021-03-14,9.93375
2021-03-15,4.8824997
2021-03-16,5.42625
2021-03-17,4.7662497
2021-03-18,4.19625
2021-03-19,3.9424999
2021-03-20,4.805
2021-03-21,4.7725
2021-03-22,4.5074997
2021-03-23,4.3762503
2021-03-24,7.4649997
2021-03-25,8.081249
2021-03-26,8.974999
2021-03-27,9.70875
2021-03-28,12.07375
2021-03-29,12.228749
2021-03-30,14.968749
2021-03-31,14.989999
2021-04-01,15.1875
2021-04-02,14.2925
2021-04-03,10.317499
2021-04-04,7.1675
2021-04-05,7.19625
2021-04-06,4.5175
2021-04-07,2.7012498
2021-04-08,4.44375
2021-04-09,6.7375
2021-04-10,8.485
2021-04-11,9.555
2021-04-12,11.872499
2021-04-13,8.2425
2021-04-14,5.69125
2021-04-15,6.6362495
2021-04-16,7.33875
2021-04-17,8.4975
2021-04-18,8.26
2021-04-19,9.225
2021-04-20,8.942499
2021-04-21,10.33875
2021-04-22,9.91375
2021-04-23,12.48875
2021-04-24,13.291249
2021-04-25,13.091249
2021-04-26,12.66875
2021-04-27,13.669999
2021-04-28,13.463751
2021-04-29,15.721251
2021-04-30,17.74
2021-05-01,17.407501
2021-05-02,17.58625
2021-05-03,14.608749
2021-05-04,13.617499
2021-05-05,14.41
2021-05-06,15.115
2021-05-07,15.26375
2021-05-08,14.65625
2021-05-09,16.446249
2021-05-10,17.352499
2021-05-11,18.967499
2021-05-12,15.61
2021-05-13,13.17
2021-05-14,13.334999
2021-05-15,13.502501
2021-05-16,14.7625
2021-05-17,15.543751
2021-05-18,15.0975
2021-05-19,15.184999
2021-05-20,12.405
2021-05-21,14.272499
2021-05-22,15.7725
2021-05-23,17.04875
2021-05-24,19.981249
2021-05-25,18.88125
2021-05-26,18.931248
2021-05-27,17.7425
2021-05-28,17.23125
2021-05-29,17.89
2021-05-30,16.20625
2021-05-31,15.91875
2021-06-01,15.91
2021-06-02,16.60625
2021-06-03,18.631248
2021-06-04,19.83
2021-06-05,20.075
2021-06-06,19.74375
2021-06-07,18.1475
2021-06-08,20.217499
2021-06-09,22.461248
2021-06-10,22.4775
2021-06-11,21.78375
2021-06-12,21.998749
2021-06-13,21.0275
2021-06-14,18.23875
2021-06-15,19.779999
2021-06-16,21.801249
2021-06-17,21.63375
2021-06-18,20.84
2021-06-19,24.223751
2021-06-20,25.10125
2021-06-21,25.309998
2021-06-22,26.7
2021-06-23,27.505
2021-06-24,28.324999
2021-06-25,25.895
2021-06-26,25.574999
2021-06-27,25.365
2021-06-28,25.798748
2021-06-29,26.3925
2021-06-30,26.236248
2021-07-01,24.23125
2021-07-02,23.55375
2021-07-03,23.46
2021-07-04,23.196249
2021-07-05,22.14125
2021-07-06,24.182499
2021-07-07,26.69375
2021-07-08,28.428751
2021-07-09,27.849998
2021-07-10,25.696249
2021-07-11,24.451248
2021-07-12,24.9925
2021-07-13,27.09875
2021-07-14,25.596249
2021-07-15,23.70875
2021-07-16,23.087502
2021-07-17,21.23875
2021-07-18,23.04375
2021-07-19,22.35625
2021-07-20,24.80375
2021-07-21,23.64625
2021-07-22,23.14375
2021-07-23,23.5875
2021-07-24,24.37125
2021-07-25,25.875
2021-07-26,27.911247
2021-07-27,27.283749
2021-07-28,27.771248
2021-07-29,27.822498
2021-07-30,26.63625
2021-07-31,27.08875
2021-08-01,28.187498
2021-08-02,25.05625
2021-08-03,24.435001
2021-08-04,25.2125
2021-08-05,23.9375
2021-08-06,22.99125
2021-08-07,24.0425
2021-08-08,26.622501
2021-08-09,27.469997
2021-08-10,26.64875
2021-08-11,28.032497
2021-08-12,28.634998
2021-08-13,28.278751
2021-08-14,28.5225
2021-08-15,28.142498
2021-08-16,26.9175
2021-08-17,24.61
2021-08-18,22.76875
2021-08-19,22.39
2021-08-20,23.29375
2021-08-21,24.418749
2021-08-22,24.625
2021-08-23,24.071249
2021-08-24,22.258749
