time,FI1D7
2021-01-01,6.092
2021-01-02,7.1940002
2021-01-03,9.524
2021-01-04,8.089999
2021-01-05,7.6120005
2021-01-06,6.496
2021-01-07,6.174
2021-01-08,3.612
2021-01-09,0.21199998
2021-01-10,0.42399997
2021-01-11,-0.22599998
2021-01-12,-0.328
2021-01-13,0.542
2021-01-14,-1.032
2021-01-15,0.46999997
2021-01-16,-2.354
2021-01-17,-3.4699998
2021-01-18,-5.106
2021-01-19,1.242
2021-01-20,3.83
2021-01-21,8.696001
2021-01-22,10.059999
2021-01-23,11.508
2021-01-24,10.421999
2021-01-25,4.2799997
2021-01-26,2.402
2021-01-27,0.796
2021-01-28,2.4380002
2021-01-29,7.3739996
2021-01-30,10.002
2021-01-31,6.376
2021-02-01,1.324
2021-02-02,3.336
2021-02-03,7.96
2021-02-04,12.2300005
2021-02-05,10.95
2021-02-06,9.914
2021-02-07,11.978
2021-02-08,10.716
2021-02-09,8.96
2021-02-10,10.287999
2021-02-11,4.746
2021-02-12,-4.154
2021-02-13,-6.0279994
2021-02-14,-4.198
2021-02-15,-0.752
2021-02-16,-0.372
2021-02-17,3.5779998
2021-02-18,7.854
2021-02-19,6.0719995
2021-02-20,6.382
2021-02-21,7.55
2021-02-22,9.334001
2021-02-23,10.552
2021-02-24,9.422
2021-02-25,11.304
2021-02-26,12.37
2021-02-27,9.15
2021-02-28,7.3259993
2021-03-01,5.8359995
2021-03-02,5.9300003
2021-03-03,8.7439995
2021-03-04,9.936
2021-03-05,9.69
2021-03-06,4.2260003
2021-03-07,2.514
2021-03-08,4.2939997
2021-03-09,3.166
2021-03-10,3.316
2021-03-11,3.564
2021-03-12,7.2020006
2021-03-13,10.014
2021-03-14,12.118
2021-03-15,4.2739997
2021-03-16,6.296
2021-03-17,5.488
2021-03-18,3.8
2021-03-19,3.31
2021-03-20,2.652
2021-03-21,1.956
2021-03-22,2.302
2021-03-23,3.7900002
2021-03-24,5.824
2021-03-25,4.7339997
2021-03-26,7.246
2021-03-27,10.693999
2021-03-28,11.816
2021-03-29,10.42
2021-03-30,11.712
2021-03-31,12.3
2021-04-01,14.472
2021-04-02,15.07
2021-04-03,9.016001
2021-04-04,5.8079996
2021-04-05,7.9539995
2021-04-06,6.224
2021-04-07,3.7419999
2021-04-08,4.7260003
2021-04-09,7.0979996
2021-04-10,11.07
2021-04-11,13.3619995
2021-04-12,17.210001
2021-04-13,8.164
2021-04-14,4.3119993
2021-04-15,5.65
2021-04-16,5.254
2021-04-17,4.848
2021-04-18,6.21
2021-04-19,8.457999
2021-04-20,10.318
2021-04-21,12.431999
2021-04-22,13.828
2021-04-23,13.085999
2021-04-24,10.586
2021-04-25,11.866
2021-04-26,11.62
2021-04-27,10.478
2021-04-28,12.813998
2021-04-29,15.967999
2021-04-30,19.334
2021-05-01,21.702
2021-05-02,22.966
2021-05-03,14.205999
2021-05-04,13.906
2021-05-05,18.768
2021-05-06,14.24
2021-05-07,17.907999
2021-05-08,13.032
2021-05-09,13.723999
2021-05-10,19.908
2021-05-11,21.494
2021-05-12,20.043999
2021-05-13,15.983999
2021-05-14,16.734
2021-05-15,16.925999
2021-05-16,17.609997
2021-05-17,16.498
2021-05-18,15.4539995
2021-05-19,15.028
2021-05-20,12.373999
