time,FI1D7
2021-05-21,15.116
2021-05-22,19.553999
2021-05-23,20.744
2021-05-24,16.98
2021-05-25,23.279999
2021-05-26,17.135998
2021-05-27,19.012
2021-05-28,17.012
2021-05-29,16.863998
2021-05-30,16.245998
2021-05-31,13.3220005
2021-06-01,15.073999
2021-06-02,15.6519985
2021-06-03,16.452
2021-06-04,18.562
2021-06-05,19.344
2021-06-06,19.689999
2021-06-07,21.122
2021-06-08,21.223999
2021-06-09,21.854
2021-06-10,21.719997
2021-06-11,20.436
2021-06-12,20.928
2021-06-13,20.688
2021-06-14,16.432
2021-06-15,18.036
2021-06-16,21.722
2021-06-17,23.078
2021-06-18,23.546
2021-06-19,25.024
2021-06-20,24.862
2021-06-21,26.070002
2021-06-22,28.714
2021-06-23,29.553997
2021-06-24,30.567999
2021-06-25,29.168
2021-06-26,24.678
2021-06-27,24.978
2021-06-28,25.747997
2021-06-29,28.719997
2021-06-30,30.547998
2021-07-01,25.536
2021-07-02,21.574001
2021-07-03,21.345999
2021-07-04,23.45
2021-07-05,24.897999
2021-07-06,25.691998
2021-07-07,27.182001
2021-07-08,28.522
2021-07-09,29.962
2021-07-10,25.984
2021-07-11,26.397999
2021-07-12,26.723999
2021-07-13,29.118
2021-07-14,31.647999
2021-07-15,27.497997
2021-07-16,24.537998
2021-07-17,22.742
2021-07-18,23.888
2021-07-19,21.862
2021-07-20,23.83
2021-07-21,21.234
2021-07-22,21.744
2021-07-23,22.682001
2021-07-24,23.74
2021-07-25,25.723999
2021-07-26,28.128
2021-07-27,28.732
2021-07-28,30.084
2021-07-29,28.11
2021-07-30,27.603998
2021-07-31,28.55
2021-08-01,28.944
2021-08-02,24.254
2021-08-03,24.76
2021-08-04,25.23
2021-08-05,25.210001
2021-08-06,22.094
2021-08-07,23.514
2021-08-08,27.324
2021-08-09,27.485998
2021-08-10,27.495998
2021-08-11,26.934
2021-08-12,25.35
2021-08-13,25.216
2021-08-14,26.154001
2021-08-15,27.847998
2021-08-16,29.307999
2021-08-17,24.752
2021-08-18,19.976002
2021-08-19,19.618
2021-08-20,21.02
2021-08-21,22.752
2021-08-22,23.838
2021-08-23,25.026001
2021-08-24,19.96
2021-08-25,16.74
2021-08-26,19.212
2021-08-27,16.5
2021-08-28,15.272
2021-08-29,15.2039995
2021-08-30,17.359999
2021-08-31,17.776
2021-09-01,18.119999
2021-09-02,18.460001
2021-09-03,18.147999
2021-09-04,18.39
2021-09-05,19.217999
2021-09-06,19.346
2021-09-07,18.944
2021-09-08,18.466
2021-09-09,19.37
2021-09-10,20.42
2021-09-11,20.539999
2021-09-12,20.376
2021-09-13,21.203999
2021-09-14,22.098
2021-09-15,23.223999
2021-09-16,24.038
2021-09-17,25.329998
2021-09-18,18.932
2021-09-19,19.194
2021-09-20,15.99
2021-09-21,13.676001
2021-09-22,12.363999
2021-09-23,12.866
2021-09-24,16.426
2021-09-25,19.122
2021-09-26,20.845999
2021-09-27,22.217999
2021-09-28,19.026
2021-09-29,18.02
2021-09-30,14.42
2021-10-01,16.684
2021-10-02,14.5
2021-10-03,17.098
2021-10-04,18.501999
2021-10-05,18.279999
2021-10-06,15.852
2021-10-07,13.586
2021-10-08,10.666
2021-10-09,7.782
2021-10-10,9.125999
2021-10-11,8.75
2021-10-12,9.901999
2021-10-13,9.809999
2021-10-14,6.589999
2021-10-15,6.617999
2021-10-16,10.674
2021-10-17,11.508
2021-10-18,10.696
2021-10-19,12.009999
2021-10-20,12.759999
2021-10-21,15.676
2021-10-22,14.853999
2021-10-23,11.109999
2021-10-24,8.719999
2021-10-25,8.358
2021-10-26,9.634
2021-10-27,7.9679995
2021-10-28,7.4919996
2021-10-29,10.76
2021-10-30,12.908
2021-10-31,12.185999
2021-11-01,11.476
2021-11-02,12.1
2021-11-03,13.564
2021-11-04,19.522
2021-11-05,13.645999
2021-11-06,8.182
2021-11-07,8.426001
2021-11-08,8.544
2021-11-09,8.4
2021-11-10,7.2699995
2021-11-11,8.303999
2021-11-12,5.298
2021-11-13,8.528
2021-11-14,9.158
2021-11-15,7.3899994
2021-11-16,7.7479997
2021-11-17,7.031999
2021-11-18,6.328
2021-11-19,7.132
2021-11-20,11.039999
2021-11-21,9.434
2021-11-22,6.3539996
2021-11-23,7.736
2021-11-24,4.394
2021-11-25,6.914
2021-11-26,8.716
2021-11-27,9.872
2021-11-28,13.152
2021-11-29,6.218
2021-11-30,3.0499997
2021-12-01,8.13
2021-12-02,10.181999
2021-12-03,4.924
2021-12-04,3.4720001
2021-12-05,4.216
2021-12-06,4.4019995
2021-12-07,0.928
2021-12-08,2.634
2021-12-09,4.4159994
2021-12-10,3.2680001
2021-12-11,2.588
2021-12-12,0.66999996
2021-12-13,0.85200006
2021-12-14,1.334
2021-12-15,0.282
2021-12-16,2.6799998
2021-12-17,4.56
2021-12-18,3.53
2021-12-19,4.436
2021-12-20,3.9339995
2021-12-21,1.016
2021-12-22,-0.55599993
2021-12-23,-1.6520001
2021-12-24,7.9339995
2021-12-25,11.468
2021-12-26,8.256
2021-12-27,2.072
2021-12-28,1.982
2021-12-29,4.424
2021-12-30,5.842
2021-12-31,8.194
