time,CZ080
2021-01-01,2.6239998
2021-01-02,-1.7779999
2021-01-03,0.7569999
2021-01-04,-0.36900002
2021-01-05,-0.445
2021-01-06,0.47100002
2021-01-07,0.8659999
2021-01-08,-1.808
2021-01-09,-0.24199998
2021-01-10,0.017
2021-01-11,-3.209
2021-01-12,-0.7009999
2021-01-13,6.179
2021-01-14,7.0
2021-01-15,5.5269995
2021-01-16,-0.44699997
2021-01-17,4.785
2021-01-18,2.3109999
2021-01-19,4.329
2021-01-20,7.273
2021-01-21,10.914
2021-01-22,7.37
2021-01-23,5.3139997
2021-01-24,4.8479996
2021-01-25,5.4969997
2021-01-26,0.96099997
2021-01-27,6.0329995
2021-01-28,11.244
2021-01-29,11.282001
2021-01-30,9.844999
2021-01-31,9.154999
2021-02-01,10.261999
2021-02-02,12.027
2021-02-03,11.219
2021-02-04,10.370999
2021-02-05,10.811999
2021-02-06,10.518999
2021-02-07,6.0880003
2021-02-08,6.276
2021-02-09,6.887
2021-02-10,5.9779997
2021-02-11,8.776
2021-02-12,7.9509993
2021-02-13,4.626
2021-02-14,4.289
2021-02-15,8.395999
2021-02-16,11.011999
2021-02-17,9.776
2021-02-18,11.714
2021-02-19,11.717
2021-02-20,12.716999
2021-02-21,13.37
2021-02-22,13.877001
2021-02-23,14.071001
2021-02-24,14.1779995
2021-02-25,11.5199995
2021-02-26,9.329
2021-02-27,8.285
2021-02-28,8.157
2021-03-01,10.907
2021-03-02,11.578001
2021-03-03,9.080999
2021-03-04,9.247
2021-03-05,9.056
2021-03-06,7.12
2021-03-07,8.872
2021-03-08,9.721
2021-03-09,4.8560004
2021-03-10,5.0490003
2021-03-11,11.396001
2021-03-12,9.158999
2021-03-13,8.391
2021-03-14,7.635999
2021-03-15,7.0699997
2021-03-16,8.325
2021-03-17,8.708
2021-03-18,4.7489996
2021-03-19,6.161
2021-03-20,4.7160006
2021-03-21,6.0820003
2021-03-22,7.957
2021-03-23,7.285
2021-03-24,9.821
2021-03-25,10.083
2021-03-26,10.653001
2021-03-27,9.032001
2021-03-28,10.056001
2021-03-29,13.684
2021-03-30,15.717
2021-03-31,16.282
2021-04-01,15.977
2021-04-02,15.785001
2021-04-03,13.347
2021-04-04,9.737999
2021-04-05,9.719
2021-04-06,10.015
2021-04-07,4.041
2021-04-08,8.476
2021-04-09,11.4019985
2021-04-10,12.126
2021-04-11,10.477999
2021-04-12,6.3599997
2021-04-13,6.613
2021-04-14,7.507
2021-04-15,7.9
2021-04-16,6.065
2021-04-17,6.118
2021-04-18,8.212
2021-04-19,7.1979995
2021-04-20,11.73
2021-04-21,13.061
2021-04-22,13.325999
2021-04-23,14.674001
2021-04-24,16.421999
2021-04-25,15.143
2021-04-26,14.535998
2021-04-27,14.172999
2021-04-28,13.358999
2021-04-29,11.161
2021-04-30,12.104999
2021-05-01,11.103999
2021-05-02,10.151
2021-05-03,10.005999
2021-05-04,12.252999
2021-05-05,13.134999
2021-05-06,11.062
2021-05-07,14.3480015
2021-05-08,18.342
2021-05-09,20.34
2021-05-10,14.936
2021-05-11,12.698999
2021-05-12,11.224
2021-05-13,11.534999
2021-05-14,12.122
2021-05-15,11.596999
2021-05-16,14.226
2021-05-17,13.008
2021-05-18,10.623999
2021-05-19,12.246
2021-05-20,12.5460005
2021-05-21,14.693998
2021-05-22,12.029
2021-05-23,11.0269985
2021-05-24,11.264
2021-05-25,12.417
2021-05-26,11.424998
2021-05-27,14.731999
2021-05-28,17.921
2021-05-29,19.809
2021-05-30,18.520998
2021-05-31,19.342
2021-06-01,20.128
2021-06-02,19.562
2021-06-03,19.390999
2021-06-04,18.932
2021-06-05,17.314999
2021-06-06,16.088001
2021-06-07,17.112
2021-06-08,18.512
2021-06-09,19.168001
2021-06-10,20.255001
2021-06-11,21.823
2021-06-12,21.823
2021-06-13,22.998
2021-06-14,23.5
2021-06-15,23.642
2021-06-16,25.115002
2021-06-17,23.318
2021-06-18,21.569998
2021-06-19,23.188
2021-06-20,20.999
2021-06-21,19.321
2021-06-22,18.222
2021-06-23,17.734999
2021-06-24,17.011
2021-06-25,17.041
2021-06-26,19.519
2021-06-27,21.8
2021-06-28,17.355
2021-06-29,17.128998
2021-06-30,17.074001
2021-07-01,18.196
2021-07-02,20.955
2021-07-03,22.272999
2021-07-04,20.441
2021-07-05,21.968
2021-07-06,22.651999
2021-07-07,18.956
2021-07-08,17.325
2021-07-09,17.563
2021-07-10,18.164001
2021-07-11,19.833
2021-07-12,20.710999
2021-07-13,15.074
2021-07-14,17.503998
2021-07-15,18.484
2021-07-16,19.573
2021-07-17,20.151
2021-07-18,22.355
2021-07-19,22.283998
2021-07-20,25.027996
2021-07-21,24.532999
2021-07-22,24.599998
2021-07-23,25.921001
2021-07-24,22.358
2021-07-25,19.188
2021-07-26,20.250998
2021-07-27,19.117
2021-07-28,19.458
2021-07-29,19.925999
2021-07-30,20.833998
2021-07-31,16.765
2021-08-01,17.126
2021-08-02,17.213001
2021-08-03,17.731998
2021-08-04,18.727999
2021-08-05,19.147999
2021-08-06,19.777
2021-08-07,18.744999
2021-08-08,17.425
2021-08-09,18.995998
2021-08-10,21.939
2021-08-11,23.657999
2021-08-12,25.41
2021-08-13,24.978
2021-08-14,26.251001
2021-08-15,25.917002
2021-08-16,19.515001
2021-08-17,18.329
2021-08-18,16.356998
2021-08-19,18.376999
2021-08-20,20.163998
2021-08-21,21.608
2021-08-22,20.337002
2021-08-23,18.694
2021-08-24,18.387001
2021-08-25,19.819
2021-08-26,20.226002
2021-08-27,18.352
2021-08-28,16.214
2021-08-29,16.558
2021-08-30,17.443998
2021-08-31,18.065
2021-09-01,19.705997
2021-09-02,20.155
2021-09-03,20.697
2021-09-04,21.511997
2021-09-05,21.618
2021-09-06,23.397
2021-09-07,24.401
2021-09-08,23.260998
2021-09-09,20.756
2021-09-10,20.684
2021-09-11,19.852
2021-09-12,19.649
2021-09-13,21.885002
2021-09-14,23.814
2021-09-15,21.673998
2021-09-16,19.671999
2021-09-17,18.800999
2021-09-18,15.893
2021-09-19,15.25
2021-09-20,15.386002
2021-09-21,15.953001
2021-09-22,16.679
2021-09-23,16.892002
2021-09-24,17.959002
2021-09-25,20.022
2021-09-26,18.484001
2021-09-27,17.815
2021-09-28,13.861
2021-09-29,15.481
2021-09-30,13.625
2021-10-01,13.084
2021-10-02,17.236
2021-10-03,16.887999
2021-10-04,13.895999
2021-10-05,13.580999
2021-10-06,12.568999
2021-10-07,11.302
2021-10-08,11.0269985
2021-10-09,11.870999
2021-10-10,13.129
2021-10-11,10.968
2021-10-12,10.481
2021-10-13,10.344
2021-10-14,10.462999
2021-10-15,11.925
2021-10-16,11.3029995
2021-10-17,12.759
2021-10-18,13.755
2021-10-19,15.078
2021-10-20,18.012
2021-10-21,15.227
2021-10-22,12.275999
2021-10-23,8.302
2021-10-24,10.106
2021-10-25,10.506999
2021-10-26,12.219999
2021-10-27,10.679
2021-10-28,12.74
2021-10-29,14.867
2021-10-30,16.468998
2021-10-31,16.005999
2021-11-01,13.3029995
2021-11-02,11.271999
2021-11-03,8.933
2021-11-04,6.7839994
2021-11-05,7.1310005
2021-11-06,5.474
2021-11-07,4.659
2021-11-08,8.657
2021-11-09,5.223
2021-11-10,4.764
2021-11-11,11.251999
2021-11-12,9.526
2021-11-13,9.122
2021-11-14,10.167
2021-11-15,7.6999993
2021-11-16,7.3989997
2021-11-17,7.3
2021-11-18,9.83
2021-11-19,6.66
2021-11-20,7.3240004
2021-11-21,6.55
2021-11-22,7.384
2021-11-23,5.872
2021-11-24,8.547999
2021-11-25,9.347
2021-11-26,5.4229994
2021-11-27,4.656
2021-11-28,3.5559998
2021-11-29,0.873
2021-11-30,0.131
2021-12-01,4.5629997
2021-12-02,5.6990004
2021-12-03,1.9360001
2021-12-04,7.957999
2021-12-05,4.638
2021-12-06,5.915
2021-12-07,6.2339997
2021-12-08,5.438
2021-12-09,3.42
2021-12-10,6.417
2021-12-11,3.573
2021-12-12,5.7349997
2021-12-13,6.5049996
2021-12-14,5.542
2021-12-15,5.738
2021-12-16,6.1260004
2021-12-17,4.87
2021-12-18,5.5309997
2021-12-19,4.575
2021-12-20,2.7229996
2021-12-21,1.708
2021-12-22,3.6899998
2021-12-23,8.429
2021-12-24,9.002001
2021-12-25,8.733999
2021-12-26,8.417999
2021-12-27,9.581999
2021-12-28,11.580999
2021-12-29,13.165001
2021-12-30,12.754999
2021-12-31,10.674999
