time,AL021
2021-06-14,19.76
2021-06-15,22.17
2021-06-16,24.05
2021-06-17,25.91
2021-06-18,26.58
2021-06-19,25.98
2021-06-20,23.91
2021-06-21,20.25
2021-06-22,15.96
2021-06-23,18.869999
2021-06-24,16.77
2021-06-25,17.49
2021-06-26,19.26
2021-06-27,21.49
2021-06-28,22.47
2021-06-29,18.42
2021-06-30,15.889999
2021-07-01,15.49
2021-07-02,17.94
2021-07-03,20.279999
2021-07-04,18.699999
2021-07-05,18.05
2021-07-06,17.539999
2021-07-07,18.67
2021-07-08,17.46
2021-07-09,17.89
2021-07-10,18.96
2021-07-11,18.13
2021-07-12,19.789999
2021-07-13,17.77
2021-07-14,16.15
2021-07-15,18.43
2021-07-16,18.539999
2021-07-17,20.15
2021-07-18,21.5
2021-07-19,20.199999
2021-07-20,18.359999
2021-07-21,18.96
2021-07-22,19.93
2021-07-23,20.67
2021-07-24,19.8
2021-07-25,20.0
2021-07-26,20.84
2021-07-27,19.34
2021-07-28,18.63
2021-07-29,18.52
2021-07-30,20.08
2021-07-31,18.55
2021-08-01,17.99
2021-08-02,15.9
2021-08-03,15.73
2021-08-04,16.46
2021-08-05,18.27
2021-08-06,17.8
2021-08-07,17.02
2021-08-08,15.929999
2021-08-09,17.279999
2021-08-10,18.73
2021-08-11,20.33
2021-08-12,21.5
2021-08-13,22.83
2021-08-14,22.539999
2021-08-15,22.17
2021-08-16,17.449999
2021-08-17,13.87
2021-08-18,17.119999
2021-08-19,18.32
2021-08-20,18.91
2021-08-21,20.42
2021-08-22,18.0
2021-08-23,17.39
2021-08-24,15.78
2021-08-25,17.22
2021-08-26,16.08
2021-08-27,14.429999
2021-08-28,14.88
2021-08-29,14.86
2021-08-30,16.93
2021-08-31,16.13
2021-09-01,15.799999
2021-09-02,16.789999
2021-09-03,18.039999
2021-09-04,18.81
2021-09-05,19.55
2021-09-06,20.1
2021-09-07,19.25
2021-09-08,19.699999
2021-09-09,19.93
2021-09-10,19.83
2021-09-11,18.539999
2021-09-12,17.21
2021-09-13,16.88
2021-09-14,18.77
2021-09-15,19.16
2021-09-16,16.34
2021-09-17,15.54
2021-09-18,15.46
2021-09-19,14.259999
2021-09-20,13.54
2021-09-21,13.11
2021-09-22,12.469999
2021-09-23,15.32
2021-09-24,15.889999
2021-09-25,16.359999
2021-09-26,16.59
2021-09-27,16.5
2021-09-28,13.07
2021-09-29,12.09
2021-09-30,10.58
2021-10-01,11.929999
2021-10-02,16.08
2021-10-03,17.359999
2021-10-04,12.969999
2021-10-05,12.509999
2021-10-06,11.28
2021-10-07,11.34
2021-10-08,11.58
2021-10-09,10.55
2021-10-10,8.44
2021-10-11,8.309999
2021-10-12,9.429999
2021-10-13,8.37
2021-10-14,10.26
2021-10-15,9.48
2021-10-16,7.89
2021-10-17,8.33
2021-10-18,7.5099998
2021-10-19,9.84
2021-10-20,14.24
2021-10-21,11.42
2021-10-22,7.6499996
2021-10-23,7.7799997
2021-10-24,5.72
2021-10-25,5.6299996
2021-10-26,10.98
2021-10-27,10.34
2021-10-28,6.8199997
2021-10-29,6.8799996
2021-10-30,6.5499997
2021-10-31,12.03
2021-11-01,10.01
2021-11-02,6.89
2021-11-03,7.0
2021-11-04,7.1299996
2021-11-05,7.08
2021-11-06,6.39
2021-11-07,6.48
2021-11-08,6.47
2021-11-09,5.98
2021-11-10,2.69
2021-11-11,1.3199999
2021-11-12,1.0799999
2021-11-13,3.9199998
2021-11-14,7.64
2021-11-15,7.2999997
2021-11-16,5.92
2021-11-17,6.0
2021-11-18,6.02
2021-11-19,7.91
2021-11-20,7.56
2021-11-21,5.7599998
2021-11-22,4.7599998
2021-11-23,2.31
2021-11-24,3.4099998
2021-11-25,1.8399999
2021-11-26,2.28
2021-11-27,2.56
2021-11-28,1.79
2021-11-29,1.8299999
2021-11-30,4.3199997
2021-12-01,6.24
2021-12-02,3.1699998
2021-12-03,0.94
2021-12-04,2.55
2021-12-05,3.32
2021-12-06,1.8
2021-12-07,3.32
2021-12-08,2.97
2021-12-09,2.4299998
2021-12-10,1.0799999
2021-12-11,2.53
2021-12-12,3.35
2021-12-13,6.2
2021-12-14,6.6499996
2021-12-15,6.21
2021-12-16,7.3599997
2021-12-17,6.48
2021-12-18,3.29
2021-12-19,5.14
2021-12-20,3.22
2021-12-21,-1.42
2021-12-22,-3.3899999
2021-12-23,-0.38
2021-12-24,7.35
2021-12-25,3.03
2021-12-26,0.48999998
2021-12-27,4.23
2021-12-28,8.51
2021-12-29,9.19
2021-12-30,12.82
2021-12-31,11.08
