time,AL021
2021-01-01,2.05
2021-01-02,1.5699999
2021-01-03,1.2099999
2021-01-04,0.94
2021-01-05,1.53
2021-01-06,1.89
2021-01-07,1.31
2021-01-08,1.2099999
2021-01-09,0.48
2021-01-10,-1.5799999
2021-01-11,-1.7199999
2021-01-12,2.24
2021-01-13,1.63
2021-01-14,1.3
2021-01-15,0.0
2021-01-16,-0.91999996
2021-01-17,-0.61
2021-01-18,3.05
2021-01-19,2.96
2021-01-20,4.02
2021-01-21,8.349999
2021-01-22,5.4
2021-01-23,3.12
2021-01-24,1.25
2021-01-25,0.42
2021-01-26,1.9599999
2021-01-27,0.84
2021-01-28,6.27
2021-01-29,8.91
2021-01-30,3.36
2021-01-31,0.14999999
2021-02-01,2.84
2021-02-02,7.16
2021-02-03,9.62
2021-02-04,7.21
2021-02-05,5.7999997
2021-02-06,4.8599997
2021-02-07,1.9
2021-02-08,-4.24
2021-02-09,-6.92
2021-02-10,-7.56
2021-02-11,-4.69
2021-02-12,-5.5299997
2021-02-13,-5.35
2021-02-14,-3.49
2021-02-15,-1.24
2021-02-16,4.41
2021-02-17,7.1
2021-02-18,4.77
2021-02-19,6.3999996
2021-02-20,8.33
2021-02-21,8.58
2021-02-22,6.6099997
2021-02-23,10.67
2021-02-24,11.45
2021-02-25,11.429999
2021-02-26,6.23
2021-02-27,4.56
2021-02-28,5.0
2021-03-01,5.8199997
2021-03-02,6.8199997
2021-03-03,7.3999996
2021-03-04,7.9199996
2021-03-05,3.29
2021-03-06,1.1899999
2021-03-07,2.01
2021-03-08,2.3799999
2021-03-09,3.48
2021-03-10,6.5499997
2021-03-11,8.87
2021-03-12,6.7599998
2021-03-13,6.48
2021-03-14,4.66
2021-03-15,5.45
2021-03-16,5.2
2021-03-17,3.86
2021-03-18,3.1399999
2021-03-19,2.44
2021-03-20,2.52
2021-03-21,5.43
2021-03-22,5.22
2021-03-23,6.0099998
2021-03-24,7.1499996
2021-03-25,9.15
2021-03-26,10.96
2021-03-27,7.1099997
2021-03-28,9.55
2021-03-29,12.96
2021-03-30,13.389999
2021-03-31,15.24
2021-04-01,16.06
2021-04-02,7.85
2021-04-03,7.73
2021-04-04,6.39
2021-04-05,3.51
2021-04-06,2.33
2021-04-07,2.21
2021-04-08,4.0099998
2021-04-09,8.889999
2021-04-10,9.889999
2021-04-11,7.8199997
2021-04-12,4.12
2021-04-13,3.76
2021-04-14,3.8799999
2021-04-15,4.37
2021-04-16,5.18
2021-04-17,7.46
2021-04-18,8.0199995
2021-04-19,9.3
2021-04-20,10.3
2021-04-21,11.74
2021-04-22,8.889999
2021-04-23,9.139999
2021-04-24,10.63
2021-04-25,9.22
2021-04-26,8.76
2021-04-27,10.13
2021-04-28,11.849999
2021-04-29,11.059999
2021-04-30,6.8999996
2021-05-01,9.16
2021-05-02,8.57
2021-05-03,8.7
2021-05-04,9.67
2021-05-05,6.96
2021-05-06,6.5499997
2021-05-07,7.7
2021-05-08,10.34
2021-05-09,18.6
2021-05-10,15.71
2021-05-11,12.849999
2021-05-12,12.91
2021-05-13,12.16
2021-05-14,12.46
2021-05-15,11.07
2021-05-16,11.66
2021-05-17,11.54
2021-05-18,11.219999
2021-05-19,11.33
2021-05-20,12.5199995
2021-05-21,13.33
2021-05-22,11.48
2021-05-23,11.63
2021-05-24,11.49
2021-05-25,9.91
2021-05-26,10.19
2021-05-27,10.7699995
2021-05-28,12.759999
2021-05-29,14.66
2021-05-30,14.99
2021-05-31,15.86
2021-06-01,17.39
2021-06-02,19.81
2021-06-03,20.189999
2021-06-04,20.119999
2021-06-05,17.82
2021-06-06,16.46
2021-06-07,16.73
2021-06-08,19.16
2021-06-09,20.89
2021-06-10,21.279999
2021-06-11,22.07
2021-06-12,20.4
2021-06-13,17.73
