time,AL034
2021-01-01,1.56
2021-01-02,1.035
2021-01-03,0.615
2021-01-04,0.51
2021-01-05,0.83500004
2021-01-06,1.1949999
2021-01-07,0.89
2021-01-08,0.48
2021-01-09,-0.42499998
2021-01-10,-2.69
2021-01-11,-2.07
2021-01-12,1.3050001
2021-01-13,1.0649999
2021-01-14,0.80499995
2021-01-15,-0.77
2021-01-16,-1.535
2021-01-17,-0.515
2021-01-18,2.405
2021-01-19,2.475
2021-01-20,5.2349997
2021-01-21,8.165
2021-01-22,4.825
2021-01-23,2.9499998
2021-01-24,0.62
2021-01-25,0.26
2021-01-26,0.975
2021-01-27,0.655
2021-01-28,6.46
2021-01-29,8.469999
2021-01-30,3.6149998
2021-01-31,-0.08999999
2021-02-01,3.315
2021-02-02,7.3549995
2021-02-03,9.505
2021-02-04,6.54
2021-02-05,6.04
2021-02-06,4.795
2021-02-07,2.9699998
2021-02-08,-4.23
2021-02-09,-7.37
2021-02-10,-8.360001
2021-02-11,-5.87
2021-02-12,-6.41
2021-02-13,-6.1849995
2021-02-14,-3.975
2021-02-15,-0.265
2021-02-16,5.665
2021-02-17,7.125
2021-02-18,5.745
2021-02-19,6.705
2021-02-20,9.085
2021-02-21,9.205
2021-02-22,7.455
2021-02-23,11.889999
2021-02-24,11.945
2021-02-25,11.494999
2021-02-26,5.7149997
2021-02-27,3.96
2021-02-28,3.7949998
2021-03-01,5.12
2021-03-02,6.73
2021-03-03,8.01
2021-03-04,7.915
2021-03-05,2.7549999
2021-03-06,0.745
2021-03-07,1.6499999
2021-03-08,1.885
2021-03-09,2.94
2021-03-10,6.065
2021-03-11,8.385
2021-03-12,6.1099997
2021-03-13,5.81
2021-03-14,3.835
2021-03-15,4.795
2021-03-16,4.51
2021-03-17,3.37
2021-03-18,2.465
2021-03-19,1.81
2021-03-20,1.605
2021-03-21,4.5950003
2021-03-22,4.46
2021-03-23,5.25
2021-03-24,7.25
2021-03-25,8.83
2021-03-26,10.23
2021-03-27,6.89
2021-03-28,9.45
2021-03-29,12.9
2021-03-30,13.91
2021-03-31,15.885
2021-04-01,16.02
2021-04-02,7.2999997
2021-04-03,6.96
2021-04-04,6.3499994
2021-04-05,3.3799999
2021-04-06,1.585
2021-04-07,1.5799999
2021-04-08,3.645
2021-04-09,8.945
2021-04-10,10.13
2021-04-11,7.9300003
2021-04-12,3.8199997
2021-04-13,3.3899999
2021-04-14,3.4099998
2021-04-15,3.8649998
2021-04-16,4.3199997
2021-04-17,6.69
2021-04-18,7.295
2021-04-19,8.36
2021-04-20,9.61
2021-04-21,11.549999
2021-04-22,8.655
2021-04-23,8.82
2021-04-24,10.385
2021-04-25,8.945
2021-04-26,8.440001
2021-04-27,9.285
2021-04-28,11.36
2021-04-29,10.639999
2021-04-30,6.115
2021-05-01,8.469999
2021-05-02,8.355
2021-05-03,8.53
2021-05-04,9.315001
2021-05-05,6.97
2021-05-06,6.3149996
2021-05-07,7.715
2021-05-08,10.885
2021-05-09,19.484999
2021-05-10,15.35
2021-05-11,12.2699995
2021-05-12,12.275
2021-05-13,11.5
