time,AL034
2021-05-14,11.75
2021-05-15,10.405
2021-05-16,11.7
2021-05-17,11.12
2021-05-18,10.719999
2021-05-19,10.469999
2021-05-20,12.09
2021-05-21,12.914999
2021-05-22,11.01
2021-05-23,11.049999
2021-05-24,11.465
2021-05-25,9.57
2021-05-26,9.955
2021-05-27,10.605
2021-05-28,12.289999
2021-05-29,14.28
2021-05-30,14.5
2021-05-31,15.25
2021-06-01,16.814999
2021-06-02,19.2
2021-06-03,19.385
2021-06-04,19.57
2021-06-05,17.33
2021-06-06,16.009998
2021-06-07,15.92
2021-06-08,18.58
2021-06-09,20.474998
2021-06-10,20.93
2021-06-11,21.474998
2021-06-12,20.305
2021-06-13,17.325
2021-06-14,19.59
2021-06-15,22.365
2021-06-16,23.88
2021-06-17,26.18
2021-06-18,26.119999
2021-06-19,25.75
2021-06-20,23.015
2021-06-21,20.05
2021-06-22,15.545
2021-06-23,18.134998
2021-06-24,16.34
2021-06-25,16.949999
2021-06-26,18.7
2021-06-27,21.024998
2021-06-28,21.95
2021-06-29,17.77
2021-06-30,15.115
2021-07-01,14.83
2021-07-02,17.5
2021-07-03,20.239998
2021-07-04,18.175
2021-07-05,18.0
2021-07-06,17.41
2021-07-07,18.48
2021-07-08,17.045
2021-07-09,17.52
2021-07-10,18.93
2021-07-11,17.675
2021-07-12,19.185
2021-07-13,16.904999
2021-07-14,15.584999
2021-07-15,17.825
2021-07-16,18.055
2021-07-17,19.465
2021-07-18,20.994999
2021-07-19,20.125
2021-07-20,18.095
2021-07-21,18.65
2021-07-22,19.585
2021-07-23,20.59
2021-07-24,19.765
2021-07-25,19.630001
2021-07-26,20.325
2021-07-27,19.375
2021-07-28,18.114998
2021-07-29,18.095
2021-07-30,20.135
2021-07-31,18.015
2021-08-01,17.545
2021-08-02,15.66
2021-08-03,15.459999
2021-08-04,16.115
2021-08-05,17.84
2021-08-06,17.45
2021-08-07,16.994999
2021-08-08,15.749999
2021-08-09,17.125
2021-08-10,18.564999
2021-08-11,20.38
2021-08-12,21.84
2021-08-13,23.02
2021-08-14,22.52
2021-08-15,22.369999
2021-08-16,17.314999
2021-08-17,13.379999
2021-08-18,16.505
2021-08-19,17.785
2021-08-20,18.92
2021-08-21,20.02
2021-08-22,17.43
2021-08-23,16.974998
2021-08-24,15.23
2021-08-25,16.17
2021-08-26,15.1449995
2021-08-27,14.0
2021-08-28,14.174999
2021-08-29,14.219999
2021-08-30,15.99
2021-08-31,15.459999
2021-09-01,15.1
2021-09-02,16.404999
2021-09-03,17.685
2021-09-04,18.41
2021-09-05,18.925
2021-09-06,19.614998
2021-09-07,19.029999
2021-09-08,19.404999
2021-09-09,19.904999
2021-09-10,19.43
2021-09-11,18.095
2021-09-12,16.71
2021-09-13,17.045
2021-09-14,18.675
2021-09-15,19.005001
2021-09-16,16.01
2021-09-17,15.089999
2021-09-18,15.324999
2021-09-19,13.795
2021-09-20,12.965
2021-09-21,12.5199995
2021-09-22,12.25
2021-09-23,15.08
2021-09-24,15.584999
2021-09-25,16.395
2021-09-26,16.645
2021-09-27,16.31
2021-09-28,12.849999
2021-09-29,11.924999
2021-09-30,10.094999
2021-10-01,11.92
2021-10-02,15.645
2021-10-03,16.8
2021-10-04,12.16
2021-10-05,12.07
2021-10-06,10.58
2021-10-07,10.69
2021-10-08,10.985
2021-10-09,9.955
2021-10-10,8.035
2021-10-11,7.6349998
2021-10-12,8.795
2021-10-13,7.375
2021-10-14,9.36
2021-10-15,9.424999
2021-10-16,7.8199997
2021-10-17,7.6299996
2021-10-18,7.91
2021-10-19,11.629999
2021-10-20,14.25
2021-10-21,10.889999
2021-10-22,6.895
2021-10-23,7.645
2021-10-24,5.765
2021-10-25,7.625
2021-10-26,10.485
2021-10-27,9.974999
2021-10-28,6.765
2021-10-29,7.6449995
2021-10-30,7.455
2021-10-31,13.054999
2021-11-01,9.68
2021-11-02,6.4799995
2021-11-03,6.495
2021-11-04,6.3949995
2021-11-05,6.83
2021-11-06,5.8149996
2021-11-07,5.8199997
2021-11-08,5.745
2021-11-09,5.205
2021-11-10,2.54
2021-11-11,2.2
2021-11-12,0.54999995
2021-11-13,4.855
2021-11-14,7.22
2021-11-15,6.5550003
2021-11-16,5.41
2021-11-17,5.495
2021-11-18,5.84
2021-11-19,6.97
2021-11-20,7.115
2021-11-21,4.7349997
2021-11-22,4.255
2021-11-23,1.75
2021-11-24,2.895
2021-11-25,0.88
2021-11-26,1.54
2021-11-27,1.8599999
2021-11-28,1.3199999
2021-11-29,1.3199999
2021-11-30,3.185
2021-12-01,5.71
2021-12-02,2.98
2021-12-03,0.35
2021-12-04,2.985
2021-12-05,2.8600001
2021-12-06,1.42
2021-12-07,2.935
2021-12-08,3.1999998
2021-12-09,2.1
2021-12-10,0.87
2021-12-11,2.2649999
2021-12-12,3.0749998
2021-12-13,6.085
2021-12-14,5.805
2021-12-15,5.3549995
2021-12-16,6.745
2021-12-17,5.8849998
2021-12-18,2.9099998
2021-12-19,4.275
2021-12-20,2.685
2021-12-21,-2.08
2021-12-22,-3.85
2021-12-23,0.69499993
2021-12-24,7.16
2021-12-25,3.525
2021-12-26,0.625
2021-12-27,5.33
2021-12-28,8.405
2021-12-29,8.87
2021-12-30,12.429999
2021-12-31,10.575
